なし	
●共通パッシブ	
生命+	最大HPが増加
力+	力が増加
防御+	防御が増加
命中+	命中が増加
回避+	回避が増加
●職業	
○スレイヤー	
吸収	スキルに吸収を追加
一撃	単体スキルのダメージが増加
炸裂	範囲スキルのダメージが増加
活力	自身のHP回復率が増加
解体	倒した敵が素材を落とす確率が増加
★エクスキューショナー	HP15%以下の敵を即死させる
★デモリッシャー	回復で超過した分、シールドを獲得する
○ガーディアン	
New	HPが上昇
New	
New	
New	
New	
★フォートレス	
★パラディン	
○デッドアイ	
New	
New	
New	
New	
New	
★スナイパー	命中と防御が20増加、回避が20低下
★レンジャー	探索速度が20%増加
○エレメンタリスト	
New	
New	
New	
New	
New	
★フレイムマスター	スキルに回避貫通 100% 追加
★ブリザードキング	スキルに防御貫通 100% 追加
○クレリック	
New	
New	
New	
New	
New	
★クレリA	
★クレリB	
○オカルティスト	戦闘開始時、ダメージx20% 100T付与
New	
New	
New	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
★オカA	戦闘開始時、ダメージx20% 100T付与
★オカB	戦闘開始時、ダメージx20% 100T付与
○グラディエーター	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
★グラA	戦闘開始時、ダメージx20% 100T付与
★グラB	戦闘開始時、ダメージx20% 100T付与
○アサシン	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
★アサA	戦闘開始時、ダメージx20% 100T付与
★アサB	戦闘開始時、ダメージx20% 100T付与
○バーサーカー	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
★バサA	戦闘開始時、ダメージx20% 100T付与
★バサB	戦闘開始時、ダメージx20% 100T付与
○トリックスター	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
★トリA	戦闘開始時、ダメージx20% 100T付与
★トリB	戦闘開始時、ダメージx20% 100T付与
○シャーマン	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
★シャーA	戦闘開始時、ダメージx20% 100T付与
★シャーB	戦闘開始時、ダメージx20% 100T付与
○パスファインダー	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
New	戦闘開始時、ダメージx20% 100T付与
★パスA	戦闘開始時、ダメージx20% 100T付与
★パスB	戦闘開始時、ダメージx20% 100T付与
●種族	戦闘開始時、ダメージx20% 100T付与
○ユニコーン	スキルに物理貫通を付与
鮮血	出血倍率+10%
New	敵が４体以上の時、ダメージ+10%
拡散術	敵が４体以上の時、ダメージ+10%
	
○アルラウネ	状態異常耐性＋
武の舞	マーク状態だと回避＋
命の盾	回復スキルで超過した分シールド付与
New	
	
○ドラゴニュート	バフスキルの持続＋
New	
New	
New	
New	
○フェニックス	
解体+	剥ぎ取り数が確率で+1
New	採取数が確率で+1
採取+	採取数が確率で+1
解体術	剥ぎ取り素材が確率でランク+1
○スライム	採取素材が確率でランク+1
応急手当て	戦闘終了時の全員のHP回復量＋
New	戦闘終了時の自身HP回復量＋
タフガイ	戦闘終了時の自身HP回復量＋
道しるべ	未発見部屋探索率＋
○ビッグシザー	味方全員の獲得経験値＋
New	
あああ	
New	
New	
○ハウンテッド	
New	
New	
New	
New	
○ゴーレム	
New	
New	
New	
New	
○ウンディーネ	
New	
New	
New	
New	
○コボルド	
New	
New	
New	
New	
○ヴァンパイア	
New	
New	
New	
New	
○ゴースト	
New	
New	
New	
New	
●敵専用	
